"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Alcohol-related hospital admissions","Lochside & Lincluden","S02001423","Intermediate zone",2012,"2012/13 financial year",48,880.17,642.78,1175.3,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Summerville","S02001424","Intermediate zone",2012,"2012/13 financial year",42,936.56,675.05,1264.93,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Troqueer","S02001425","Intermediate zone",2012,"2012/13 financial year",21,605.01,372.21,927.86,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","New Abbey","S02001426","Intermediate zone",2012,"2012/13 financial year",15,382.65,206.35,642.45,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kingholm","S02001427","Intermediate zone",2012,"2012/13 financial year",12,333.37,171.61,583.07,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Calside","S02001428","Intermediate zone",2012,"2012/13 financial year",15,470.85,247.08,805.16,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Georgetown","S02001429","Intermediate zone",2012,"2012/13 financial year",18,616.08,351.32,997.06,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Dumfries Central","S02001430","Intermediate zone",2012,"2012/13 financial year",51,1542.28,1145.2,2030.62,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Nunholm","S02001431","Intermediate zone",2012,"2012/13 financial year",33,1003.86,689.5,1410.06,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Locharbriggs","S02001432","Intermediate zone",2012,"2012/13 financial year",27,954.35,621.66,1398.07,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Heathhall","S02001433","Intermediate zone",2012,"2012/13 financial year",12,394.32,193.06,711.13,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Collin","S02001434","Intermediate zone",2012,"2012/13 financial year",3,152.15,37.6,396.66,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lochmaben","S02001435","Intermediate zone",2012,"2012/13 financial year",0,47.73,5.31,172.46,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lockerbie","S02001436","Intermediate zone",2012,"2012/13 financial year",21,418.66,253.27,649.91,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Moffat","S02001437","Intermediate zone",2012,"2012/13 financial year",18,493.46,286.2,785.82,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Langholm & Eskdale","S02001438","Intermediate zone",2012,"2012/13 financial year",0,43.08,4.68,156.03,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annandale East","S02001439","Intermediate zone",2012,"2012/13 financial year",33,825.17,567.71,1157.85,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annandale West","S02001440","Intermediate zone",2012,"2012/13 financial year",9,297.1,125.31,589.9,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annan West","S02001441","Intermediate zone",2012,"2012/13 financial year",15,467.75,249.87,793.27,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Annan East","S02001442","Intermediate zone",2012,"2012/13 financial year",30,569.33,385.69,809.55,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Eastriggs","S02001443","Intermediate zone",2012,"2012/13 financial year",0,49.17,5.49,177.62,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Gretna","S02001444","Intermediate zone",2012,"2012/13 financial year",0,43.92,0.57,244.36,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Westend","S02001445","Intermediate zone",2012,"2012/13 financial year",9,171.9,78.74,321.89,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Perth Road","S02001446","Intermediate zone",2012,"2012/13 financial year",33,1010.63,639.81,1491.66,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Logie & Blackness","S02001447","Intermediate zone",2012,"2012/13 financial year",48,1070.02,772.1,1438.73,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","City Centre-Dundee City","S02001448","Intermediate zone",2012,"2012/13 financial year",39,1111.64,739.11,1586.32,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Docks & Wellgate","S02001449","Intermediate zone",2012,"2012/13 financial year",39,1049.39,719.29,1467.41,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Hilltown","S02001450","Intermediate zone",2012,"2012/13 financial year",63,1344.17,1020.51,1735.29,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","The Glens","S02001451","Intermediate zone",2012,"2012/13 financial year",54,1248.54,937.92,1628.35,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stobswell","S02001452","Intermediate zone",2012,"2012/13 financial year",42,875.47,616.24,1200.99,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Baxter Park","S02001453","Intermediate zone",2012,"2012/13 financial year",3,100.76,17.21,301.73,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Craigie &  Craigiebank","S02001454","Intermediate zone",2012,"2012/13 financial year",27,626.98,412.46,911.6,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Douglas West","S02001455","Intermediate zone",2012,"2012/13 financial year",27,745.71,487.59,1088.18,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","West Ferry","S02001456","Intermediate zone",2012,"2012/13 financial year",12,347.6,170.68,620.7,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Douglas East","S02001457","Intermediate zone",2012,"2012/13 financial year",27,1121.54,735.18,1636.85,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Broughty Ferry West","S02001458","Intermediate zone",2012,"2012/13 financial year",21,381.03,223.25,601.64,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Broughty Ferry East","S02001459","Intermediate zone",2012,"2012/13 financial year",9,198.98,84.45,394.19,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Barnhill","S02001460","Intermediate zone",2012,"2012/13 financial year",12,307.34,153.68,544.53,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","West Pitkerro","S02001461","Intermediate zone",2012,"2012/13 financial year",6,124.55,49.27,257.76,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Whitfield","S02001462","Intermediate zone",2012,"2012/13 financial year",51,968.48,708.5,1289.53,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Fintry","S02001463","Intermediate zone",2012,"2012/13 financial year",36,696.71,486.52,965.42,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Linlathen & Midcraigie","S02001464","Intermediate zone",2012,"2012/13 financial year",42,939.01,673.48,1272.42,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Caird Park","S02001465","Intermediate zone",2012,"2012/13 financial year",12,329.85,160.13,597,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Kirkton","S02001466","Intermediate zone",2012,"2012/13 financial year",9,266.82,118.3,512.25,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Downfield","S02001467","Intermediate zone",2012,"2012/13 financial year",21,405.11,242.94,631.87,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Fairmuir","S02001468","Intermediate zone",2012,"2012/13 financial year",15,428.13,236.12,711.1,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Law-Dundee City","S02001469","Intermediate zone",2012,"2012/13 financial year",48,1028.22,750.03,1374.07,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Balgay","S02001470","Intermediate zone",2012,"2012/13 financial year",15,380.05,199.91,649.17,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Menzieshill","S02001471","Intermediate zone",2012,"2012/13 financial year",48,1207.64,878.97,1615.29,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Charleston","S02001472","Intermediate zone",2012,"2012/13 financial year",33,920,627.11,1298.47,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Lochee","S02001473","Intermediate zone",2012,"2012/13 financial year",66,1271.28,974.33,1628.52,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Ardler & St Marys","S02001474","Intermediate zone",2012,"2012/13 financial year",45,795.96,572.26,1075.41,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Western Edge-Dundee City","S02001475","Intermediate zone",2012,"2012/13 financial year",9,277.63,123.38,525.95,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Doon Valley South","S02001476","Intermediate zone",2012,"2012/13 financial year",39,1170.43,818.87,1618.4,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Doon Valley North","S02001477","Intermediate zone",2012,"2012/13 financial year",36,965.95,675.44,1337.34,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Mauchline Rural","S02001478","Intermediate zone",2012,"2012/13 financial year",48,906.38,660.2,1212.42,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Drongan","S02001479","Intermediate zone",2012,"2012/13 financial year",12,379.13,194.25,664.52,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Mauchline","S02001480","Intermediate zone",2012,"2012/13 financial year",21,446.19,271.85,689.95,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cumnock Rural","S02001481","Intermediate zone",2012,"2012/13 financial year",30,622.9,404.54,911.17,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","New Cumnock","S02001482","Intermediate zone",2012,"2012/13 financial year",27,1002.01,644.69,1478.58,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cumnock South & Craigens","S02001483","Intermediate zone",2012,"2012/13 financial year",30,624.81,419.29,894.85,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Cumnock North","S02001484","Intermediate zone",2012,"2012/13 financial year",24,639.3,408.77,950.31,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Auchinleck","S02001485","Intermediate zone",2012,"2012/13 financial year",36,997.52,695.56,1384.87,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Northern & Irvine Valley Rural","S02001486","Intermediate zone",2012,"2012/13 financial year",18,313.08,175.86,508.49,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stewarton East","S02001487","Intermediate zone",2012,"2012/13 financial year",18,425.49,246.1,683.62,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Stewarton West","S02001488","Intermediate zone",2012,"2012/13 financial year",30,1349.88,903.47,1936.45,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Darvel","S02001489","Intermediate zone",2012,"2012/13 financial year",27,622.51,404.15,915.36,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
"Alcohol-related hospital admissions","Newmilns","S02001490","Intermediate zone",2012,"2012/13 financial year",30,957.58,642.22,1371.96,"Age-sex standardised rate per 100,000","Public Health Scotland (SMR01)"
